LOT_NO,작업일,작업일_최신,양품수량,불량수량,총수량,불량률,건조로_온도_1_Zone_mean,건조로_온도_1_Zone_std,건조로_온도_1_Zone_max,건조로_온도_1_Zone_min,건조로_온도_1_Zone_range,건조로_온도_2_Zone_mean,건조로_온도_2_Zone_std,건조로_온도_2_Zone_max,건조로_온도_2_Zone_min,건조로_온도_2_Zone_range,소입로_온도_1_Zone_mean,소입로_온도_1_Zone_std,소입로_온도_1_Zone_max,소입로_온도_1_Zone_min,소입로_온도_1_Zone_range,소입로_온도_2_Zone_mean,소입로_온도_2_Zone_std,소입로_온도_2_Zone_max,소입로_온도_2_Zone_min,소입로_온도_2_Zone_range,소입로_온도_3_Zone_mean,소입로_온도_3_Zone_std,소입로_온도_3_Zone_max,소입로_온도_3_Zone_min,소입로_온도_3_Zone_range,소입로_온도_4_Zone_mean,소입로_온도_4_Zone_std,소입로_온도_4_Zone_max,소입로_온도_4_Zone_min,소입로_온도_4_Zone_range,소입로_CP_값_mean,소입로_CP_값_std,소입로_CP_값_max,소입로_CP_값_min,소입로_CP_값_range,솔트조_온도_1_Zone_mean,솔트조_온도_1_Zone_std,솔트조_온도_1_Zone_max,솔트조_온도_1_Zone_min,솔트조_온도_1_Zone_range,솔트조_온도_2_Zone_mean,솔트조_온도_2_Zone_std,솔트조_온도_2_Zone_max,솔트조_온도_2_Zone_min,솔트조_온도_2_Zone_range,솔트_컨베이어_온도_1_Zone_mean,솔트_컨베이어_온도_1_Zone_std,솔트_컨베이어_온도_2_Zone_mean,솔트_컨베이어_온도_2_Zone_std,세정기_mean,세정기_std
HZA14,2022.1.25,2022.1.26 6:19,89616.0,1.0,89617.0,1.12e-05,99.99722163,0.397989272,101.756,98.0614,3.6946,99.99587071,0.264502511,101.384,98.6671,2.7169,859.5848451,2.060538859,871.051,850.987,20.064,860.011244,0.37406126,862.046,858.948,3.098,860.0013199,0.259749806,860.689,859.143,1.546,859.9984484,0.299243963,861.754,858.746,3.008,0.450131624,0.002713905,0.465954,0.432447,0.033507,332.1864507,0.087139656,332.458,331.87,0.588,332.4037922,0.101773339,332.671,332.07,0.601,283.0420987,9.453826818,279.3398175,6.292982487,68.02967382,0.6865841
HZB05,2022.2.21,2022.2.22 9:04,74537.0,46.0,74583.0,0.000616763,99.99413698,0.460472692,102.269,97.6224,4.6466,99.99308606,0.370185248,101.563,98.2965,3.2665,859.6877682,2.354420575,871.029,850.597,20.432,860.0082022,0.329969705,861.431,858.218,3.213,859.9963575,0.202768836,860.652,859.328,1.324,860.0019834,0.374568538,861.868,858.158,3.71,0.449400995,0.00513541,0.469162,0.410689,0.058473,331.9143711,0.132661402,332.393,331.445,0.948,332.1087692,0.235574914,332.664,331.427,1.237,282.9341833,9.372912066,279.1032083,6.16352537,65.15502089,0.779810418
HZC07,2022-03-12,2022-03-16 13:35:00,74993.0,20.0,75013.0,0.0002666204524549,100.00965463015716,0.5918175813761337,101.8549209203738,98.1760221641582,3.6788987562155935,99.99979861496648,0.4315579644926955,101.12965523309292,98.71890197165824,2.4107532614346776,859.129570136255,3.5463578264129865,871.6863374348446,850.0054647061177,21.68087272872699,860.0047448947448,0.722856265065428,862.5303380480717,857.6731546265314,4.8571834215403245,859.9986082133405,0.4466765722334599,861.2380725874183,858.6053637236213,2.632708863796968,860.0007902984596,0.4205844313402321,861.1548611440685,858.4126343833736,2.7422267606948494,0.4423357184489779,0.0163448842686932,0.4733368015543972,0.4023361207257409,0.0710006808286563,331.963369531733,0.1207218050427393,332.3143032940956,331.5293757215416,0.7849275725540916,332.2173446855915,0.1496858579901418,332.4988832335728,331.71504405902976,0.7838391745430724,283.837019480236,9.6574424899201,279.8410341586398,6.532676592175167,66.9328062214328,0.3479428706920544
HZA05,2022-01-06,2022-01-08 08:20:00,89585.0,3.0,89588.0,3.348662767334911e-05,100.01761947328886,0.3710817000681314,101.98070047327766,98.74025552975849,3.2404449435192166,100.03080328235306,0.2796113895123311,101.55231671652452,98.89931109523596,2.653005621288559,859.6857688331581,2.212091230104833,870.6472367951066,853.3787297182658,17.268507076840645,860.0170741181834,0.3729845397075211,861.1977000491137,858.981648479707,2.216051569406663,860.0144108937308,0.2625626250143759,860.9541564272,859.2152840559004,1.7388723712997305,859.9954682426195,0.3895440503033802,861.7758246640175,858.2873596910301,3.488464972987456,0.4132865221059315,0.0525599916255759,0.4691351898915034,0.2768802185940081,0.1922549712974952,328.9280937466691,0.1640336571666432,329.27266609367325,328.417446064205,0.8552200294682505,329.0794115748848,0.1826270124179667,329.3629587444747,328.565243224539,0.7977155199357042,282.5413152501623,9.3966938594794,278.9032971961239,6.49461005538493,69.4598514859185,0.8738128321891596
HZC15,2022.3.29,2022.3.31 9:48,82584.0,46.0,82630.0,0.000556699,100.0007312,0.419793921,101.9869814,98.44170077,3.545280588,100.0055483,0.358261548,101.48643,98.42810231,3.058327678,858.0409523,4.193120472,873.3965147,845.4396362,27.95687849,859.9950157,0.620293904,862.1602711,857.3183073,4.841963815,860.0007005,0.36205809,861.3582344,858.8163649,2.541869539,860.0049252,0.282167755,861.2089063,858.9521779,2.256728428,0.450475915,0.003721995,0.469401504,0.434393484,0.03500802,332.0241921,0.128172337,332.4504112,331.5800559,0.870355319,332.5663032,0.11099704,332.8552149,332.2834297,0.571785187,284.0749002,9.577414196,279.7751388,6.089122737,68.31811887,0.336351954
HZC03,2022.3.8,2022.3.9 12:43,75695.0,30.0,75725.0,0.00039617,99.99059156,0.308870875,100.945,98.441,2.504,99.97799937,0.265453644,100.696,98.2491,2.4469,859.3942727,1.764977147,865.771,852.343,13.428,859.9983372,0.308970043,861.296,858.867,2.429,860.0051878,0.18650975,860.612,859.208,1.404,860.0012001,0.224193028,860.828,859.095,1.733,0.450067716,0.001873533,0.463183,0.439765,0.023418,332.0116363,0.086581756,332.314,331.715,0.599,332.3231369,0.062263915,332.532,332.107,0.425,283.1895149,9.668451698,279.4715292,6.593736925,66.71980988,0.486478459
HZA08,2022.1.14,2022.1.14 14:47,9020.0,3.0,9023.0,0.000332484,99.9974279,0.758295929,101.993,97.9102,4.0828,100.0468863,0.598632687,101.576,98.4797,3.0963,858.7922663,2.862064906,863.392,849.813,13.579,859.898922,0.4429753,860.801,858.357,2.444,859.9216343,0.262060599,860.56,859.328,1.232,860.007808,0.410984263,861.822,858.719,3.103,0.449806766,0.004557815,0.47004,0.418873,0.051167,329.0372506,0.093990526,329.269,328.726,0.543,329.4926988,0.068403772,329.648,329.307,0.341,280.8981319,8.7718663,279.9373319,6.295962006,64.65472992,0.298335453
HZC12,2022.3.23,2022.3.24 14:17,57053.0,16.0,57069.0,0.000280362,99.87199834,0.446469033,101.7424652,98.21900645,3.523458748,99.7791584,0.373434223,100.9728203,98.39860653,2.574213783,858.7158887,3.662416493,871.8603818,846.781814,25.07856779,859.9929967,0.581895193,861.8940478,857.8310385,4.063009217,860.0367598,0.348670041,861.3645715,858.9441966,2.420374985,860.0434101,0.268967201,861.0488603,859.0658886,1.982971701,0.450070804,0.003075893,0.469880214,0.435107252,0.034772962,331.9039643,0.125316663,332.3000019,331.3848094,0.915192469,332.5415355,0.159477444,332.8800503,332.0637125,0.816337767,283.6625716,7.834433049,281.2699171,5.245298292,64.70039611,0.578803818
HZB10,2022.3.1,2022.3.1 14:41,30019.0,6.0,30025.0,0.000199833,100.0005595,0.430479522,101.817,98.1054,3.7116,99.98149321,0.369037193,101.419,98.3714,3.0476,859.7583476,3.056921435,871.81,849.054,22.756,860.015811,0.412279332,861.269,858.446,2.823,859.9996579,0.212870697,860.734,859.369,1.365,860.0011221,0.355041717,861.261,858.79,2.471,0.450229018,0.00301106,0.467278,0.434224,0.033054,331.9312342,0.093297761,332.292,331.657,0.635,332.471439,0.078212612,332.683,332.235,0.448,283.3676479,9.564307146,279.7368507,6.506991147,66.65086686,0.420008138
HZC08,2022.3.17,2022.3.18 4:28,87704.0,33.0,87737.0,0.000376124,100.0108878,0.298473625,101.864,98.9845,2.8795,100.0198367,0.217432241,101.32,99.1979,2.1221,859.4076865,2.056918261,869.935,852.421,17.514,860.0045835,0.377815142,862.222,858.431,3.791,860.0075795,0.230202496,860.96,858.912,2.048,860.002107,0.306647015,861.997,858.676,3.321,0.450295226,0.003667114,0.4811,0.43121,0.04989,332.0412202,0.104445577,332.423,331.677,0.746,332.4264227,0.119960583,332.723,332.02,0.703,283.7535755,9.578881908,280.0830971,6.337338536,67.24119891,0.507637511
